company_brand,founded,headquarter,sector,about_company,founders,investor,amount,series,year
MyGameMate,1970,Bangalore,Gaming,eSports platform where players can access various multiplayer mobile games to participate in online tournaments,Parshavv Jain& Raju Kushwaha,"Jindagi Live Angels,",100000.0,others,2019-01-01
Afinoz,1970,Noida,Fintech,Online financial marketplace for customized rate quotes on loans and investment products in India,Rachna Suneja,Fintech innovation lab,0.0,others,2019-01-01
Rein Games,1970,Noida,Technology,"It develops, publishes and distributes games across various platforms","Vaibhav Gupta, Himanshu Devra, Pranav Chaudhary, Nishtha Gupta","Manipal Education and Medical Group (MEMG) family office, Titan Capital",50000000.0,early traction,2019-01-01
Ecozen,1970,Pune,Agricultural Technology,It develops technology-enabled products to strengthen the farm-to-fork value chain of perishables.,"Devendra Gupta, Prateek Singhal, Vivek Pandey",Innovation in Food & Agriculture Fund (IFA Fund),6000000.0,early traction,2019-01-01
Box8,1970,Mumbai,Food and Beverages,Enables to order food online,"Amit Raj, Anshul Gupta",Trifecta Capital,120000000.0,others,2019-01-01
Awign Enterprises,1970,Bangalore,Fintech,It supplies workforce to the economy,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Work10M, Michael and Susan Dell Foundation, Eagle10, Unitus Ventures.",4000000.0,early traction,2019-01-01
Purplle,1970,Mumbai,"Cosmetics, Personal Care, and Beauty Products",Online makeup and beauty products retailer,"Manish Taneja, Rahul Dash",Goldman Sachs,30000000.0,early traction,2019-01-01
Freightwalla,1970,Mumbai,B2B,Provides digital platform for businesses to plan and manage their international freight shipments online,"Sanjay Bhatia, Bharat Tanvi, Punit Java","Amplo, FJ Labs, Rogue One Capital",4000000.0,early traction,2019-01-01
TapChief,1970,Bangalore,Fintech,It connects individuals in need of advice in a specific domain to individuals who have expertise in the same,"Shashank Murali, Binay Krishna, Arjun Krishna",Blume Ventures.,1500000.0,early traction,2019-01-01
eJOHRI,1970,Mumbai,Jewellery,Omnichannel marketplace for gems and jewellery,"Jignesh Mehta, Shailen Mehta",Rajesh Ranavat,1000000.0,early traction,2019-01-01
Ninjacart,1970,,Supply Chain and Logistics,"It connects producers of food directly to retailers, restuarants and service providers.","Thirukumaran Nagarajanin, Vasudevan Chinnathambi","Walmart, Flipkart",0.0,others,2019-01-01
Binca Games,1970,Mumbai,Gaming,It offers games that are available across India and UK.,"Rubianca Wadhwa, Sahil Wadhwa",Sunil Gavaskar,0.0,others,2019-01-01
KredX,1970,Bangalore,Fintech,Invoice discounting platform,Manish Kumar,Tiger Global Management,26000000.0,early traction,2019-01-01
m.Paani,1970,Mumbai,Fintech,It digitizes and organises local retailers,Akanksha Hazari,"AC Ventures, Henkel",5500000.0,early traction,2019-01-01
Origo,1970,Gurgaon,Agricultural Technology,It provides post-harvest management services for agricultural commodities,"Mayank Dhanuka, Sunoor Kaul","Oikocredit, Caspian SME Impact Fund IV,  Triodos Investment Management",6800000.0,others,2019-01-01
WishADish,1970,Delhi,Food and Beverages,Provides management solution for restaurants,"Sawan Kumar, Bhavya Bhambhani",Undisclosed,6000000.0,others,2019-01-01
Ecom Express,1970,Gurgaon,Supply Chain and Logistics,It is a technology enabled logistics solutions provider to the Indian e-commerce industry,"Krishnan, Manju Dhawan, K Satyanarayana, Sanjeev Saxena",CDC Group,36000000.0,others,2019-01-01
Stanza Living,1970,Delhi,Accomodation,Provides comfortable and secure accomodation for students,"Sandeep Dalmia, Anindya Dutta",Alteria Capital,5700000.0,others,2019-01-01
PiBeam,1970,Chennai,Automotive,It is engaged in building sustainable and affordable micro-mobility electric vehicles,Visakh Sasikumar,GAIL (India) Ltd,50000000.0,others,2019-01-01
Euler Motors,1970,Delhi,Automotive,It is offering mobility as a service,Saurav Kumar,"Blume Ventures, Emergent Ventures",2000000.0,others,2019-01-01
Moms Co,1970,Delhi,Business-to-Business E-commerce,It is into mother and baby care-focused consumer goods,Malika Sadani,"Saama Capital, DSG Consumer Partners",5000000.0,early traction,2019-01-01
Cubical Labs,1970,,Internet of Things,Home automation solution provider,"Dhruv Ratra, Swati Vyas",Rockstud Capital,0.0,early traction,2019-01-01
Lawyered,1970,Delhi,Legal Technology,It helps to connect to legal advise online,"Ashish Bhatia, Himanshu Gupta","Pramendra Tomar, Ratish Pandey, Munish Bhatia, Sumit Aggarwal",100000.0,others,2019-01-01
Cuemath,1970,Bangalore,Education Technology,It helps students to learn math online,Manan Khurma,"Manta Ray Ventures Limited, Google’s Capital G, Sequoia India.",5500000.0,others,2019-01-01
Licious,1970,Bangalore,Food and Beverages,Online meat shop,"Vivek Gupta, Abhay Hanjura",Vertex Ventures,25000000.0,early traction,2019-01-01
Nivesh.com,1970,Noida,Mutual Funds,The platform simplifies the process of investment,"Anurag Garg, Sridhar Srinivasan",Windrose Capital,600000.0,others,2019-01-01
Zebu,1970,,Computer and Network Security,"Platform uses encryption technology to allow businesses to safely store files, invoices, and schedules",Team of Waterloo-based software developers,Undisclosed,4000000.0,validation,2019-01-01
Smart Institute,1970,Surat,Education Technology,A platform to learn online,,HNI investors,1500000.0,others,2019-01-01
CarDekho,1970,Jaipur,Automotive,Enables people to buy and sell new/old cars.,Amit Jain,"Ping An Global Voyager Fund, Hillhouse Capital, Sequoia Capital",70000000.0,early traction,2019-01-01
Shadowfax,1970,Bangalore,Supply Chain and Logistics,A platform for delivery services,"Abhishek Bansal, Vaibhav Khandelwal","Flipkart, Eight Roads Ventures, NGP Capital, Qualcomm Ventures, Mirae Asset Naver Fund, World Bank-backed IFC",60000000.0,early traction,2019-01-01
Credr,1970,Mumbai,Automotive,A marketplace to buy and sell used bikes and scooters,Mittal,"Omidyar Network, Eight Roads Ventures, GrowthStory, AngelList",6000000.0,others,2019-01-01
Sportido,1970,Noida,Sports and Sports Technology,It is a sports discovery app that helps to find people and places to play 700+ sports,"Neeraj Aggarwala, Akhil Ramachandran","Inflection Point Ventures, SucSEED Venture Partners.",0.0,early traction,2019-01-01
Phable,1970,,Healthcare,"It creates an engagement loop between doctors, hospitals, and patients via its app",Sumit Sinha,"LetsVenture, 91 Springboard, IKP Knowledge, Angel investors, AbInbev-Serge DeVos, Wouter Peeters.",220000.0,others,2019-01-01
Sarva,1970,Chennai,Yoga & wellness,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,Sarvesh Shashi,"Venture fund, Fireside Ventures.",2800000.0,others,2019-01-01
IndyFint,1970,Bangalore,Financial Services,"It helps lenders to directly provide short-term loans to merchants, employees, and students",Paddy Padmanabhan,Saravanan Adiseshan,2100000.0,early traction,2019-01-01
Zolostays,1970,,Accomodation,It offers affordable housing apartments to young professionals and students,"Akhil Sikri, Nikhil Sikri, Sneha Choudhry",Trifecta Capital,7000000.0,others,2019-01-01
Ola,1970,Bangalore,Transportation and Mobility,It enables one to book cab online,"Bhavish Aggarwal, Ankit Bhati","Kia Motors, Hyundai",311000000.0,others,2019-01-01
Zoomcar,1970,Bangalore,Transportation and Mobility,A car rental service platform,"Greg Moran, David Back",Zoomcar Inc,4800000.0,others,2019-01-01
Kratikal,1970,Uttar pradesh,Technology,Provides cyber security solutions,Pavan Kushwaha,"Gilda VC, Art Venture, Rajeev Chitrabhanu",1000000.0,early traction,2019-01-01
Froogal,1970,Hyderabad,Marketing & Customer loyalty,A cloud based Customer Loyalty & Engagement Platform,"Jeevan Chowdary M, Harshit Harchani",US-based angel investors,1000000.0,early traction,2019-01-01
Infra.Market,1970,Mumbai,Infratech,"It connects client requirements to their supply chain infrastructure for ease of ordering, tracking and manufacturing","Aaditya Sharda, Souvik Sengupta","Tiger Global, Nexus Venture Partners, Accel Partners, Dhruv Agarwala",20000000.0,early traction,2019-01-01
Oyo,1970,Gurgaon,Hospitality,Provides rooms for comfortable stay,Ritesh Agarwal,"MyPreferred Transformation, Avendus Finance, SoftBank",693000000.0,others,2019-01-01
GoMechanic,1970,Delhi,Automobile & Technology,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Sequoia Capital,5000000.0,early traction,2019-01-01
Spinny,1970,Delhi,Automotive,Online car retailer,"Niraj Singh, Ramanshu Mahaur, Ganesh Pawar, Mohit Gupta","Norwest Venture Partners, General Catalyst, Fundamentum, Accel Partners",50000000.0,others,2019-01-01
Ess Kay Fincorp,1970,ajasthan,Financial Services,Organised Non-Banking Finance Company,Rajendra Setia,"TPG, Norwest Venture Partners, Evolvence India",33000000.0,others,2019-01-01
TheCollegeFever,1970,Bangalore,Brand Marketing,"TheCollegeFever is a hub for fun, fiesta and frolic of Colleges.",,,250000.0,validation,2018-01-01
Happy Cow Dairy,1970,Mumbai,Agriculture,A startup which aggregates milk from dairy farmers in rural Maharashtra.,,,584000.0,validation,2018-01-01
MyLoanCare,1970,Gurgaon,Credit,Leading Online Loans Marketplace in India,,,949000.0,early traction,2018-01-01
PayMe India,1970,Noida,Financial Services,PayMe India is an innovative FinTech organization which offers short term financial suport to corporate employees.,,,2000000.0,validation,2018-01-01
Eunimart,1970,Hyderabad,E-Commerce Platforms,Eunimart is a one stop solution for merchants to create a difference by selling globally.,,,0.0,validation,2018-01-01
Hasura,1970,Bangalore,Cloud Infrastructure,"Hasura is a platform that allows developers to build, deploy, and host cloud-native applications quickly.",,,1600000.0,validation,2018-01-01
Tripshelf,1970,Kalkaji,Internet,Tripshelf is an online market place for holiday packages.,,,233600.0,validation,2018-01-01
Hyperdata.IO,1970,Hyderabad,Market Research,Hyperdata combines advanced machine learning with human intelligence.,,,730000.0,validation,2018-01-01
Freightwalla,1970,Mumbai,Information Services,Freightwalla is an international forwarder thats helps you manage supply chain by providing online tools including instant quotations.,,,0.0,validation,2018-01-01
Microchip Payments,1970,Bangalore,Mobile Payments,Microchip payments is a mobile-based payment application and point-of-sale device,,,0.0,validation,2018-01-01
BizCrum Infotech Pvt. Ltd.,1970,Delhi,B2B,Building Transactionary B2B Marketplaces,,,0.0,validation,2018-01-01
Emojifi,1970,Bangalore,Internet,"Emojifi is an app that provides live emoji, stickers & GIFs suggestions based on the typed words across chat platforms.",,,0.0,validation,2018-01-01
Flock,1970,India,Apps,Flock is a real-time messaging and collaboration app for teams that speeds up and simplifies communication and boosts productivity.,,,0.0,validation,2018-01-01
Freshboxx,1970,Hubli,Food and Beverages,"Freshboxx is incubated at Sandbox Startups, a unit of the Deshpande Foundation.",,,0.0,validation,2018-01-01
Wide Mobility Mechatronics,1970,Bangalore,Industrial Automation,Wide Mobility Mechatronics is a Private Company limited by Shares,,,0.0,validation,2018-01-01
Pitstop,1970,Bangalore,Automotive,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,,,1460000.0,validation,2018-01-01
Mihuru,1970,Mumbai,Financial Services,Mihuru is an online platform which gives micro loans for air travel .,,,150000.0,validation,2018-01-01
Fyle,1970,Bangalore,Accounting,Fyle is an intelligent expense management platform for enterprises.,,,1100000.0,validation,2018-01-01
AppWharf,1970,Delhi,Artificial Intelligence,Appwharf is an intelligent assistant that helps find you the best-fit SaaS for your business.,,,0.0,validation,2018-01-01
Antariksh Waste Ventures Pvt ltd,1970,Chennai,Internet of Things,Waste Management for Smart Cities,,,7300.0,validation,2018-01-01
Cogoport,1970,Mumbai,Air Transportation,Cogoport is a platform that provides freight buying industry with spot rates and bidding process for freight buyers.,,,6000000.0,early traction,2018-01-01
PaisaDukan,1970,Mumbai,Financial Services,A P2P lending marketplace platform,,,650000.0,validation,2018-01-01
Sleepy Owl Coffee,1970,Delhi,Food and Beverages,"Makers of a signature coffee that's exceptional in taste. It's super easy to brew, requires no equipment & ships to your door.",,,511000.0,validation,2018-01-01
BlueJack,1970,Delhi,Autonomous Vehicles,Delhi-based online used vehicles marketplace.,,,934400.0,validation,2018-01-01
PregBuddy,1970,Bangalore,Enterprise Software,PregBuddy is a smart connected care platform for expecting mothers.,,,0.0,validation,2018-01-01
AgNext Technologies,1970,Mohali,Agriculture,AgNext is an agricultural sensing and solutions company focused on building data-driven solutions for agricultural stakeholders,,,0.0,early traction,2018-01-01
Pando,1970,Chennai,Supply Chain and Logistics,A startup which digitizes logistics operations for Fortune 500 companies.,,,2000000.0,validation,2018-01-01
Mintifi,1970,Mumbai,Financial Services,Online lending startup based in Mumbai.,,,2000000.0,validation,2018-01-01
Carcrew,1970,Mumbai,Automotive,India's Online Auto Repair Marketplace,,,2000000.0,validation,2018-01-01
NicheAI,1970,Hyderabad,Artificial Intelligence,Early stage Artificial Intelligence (AI) start up.,,,0.0,validation,2018-01-01
Chariot Tech,1970,Delhi,Internet of Things,Chariot Tech is an Internet of Things (IoT) startup based in New Delhi.,,,292000.0,validation,2018-01-01
Ideal Insurance Brokers/ 121Policy.com,1970,Kolkata,Insurance,Ideal Insurance Broking is one of the leaders in insurance broking domain.,,,1000000.0,validation,2018-01-01
Loanzen,1970,Bangalore,Financial Services,Loanzen helps small businesses get unsecured working capital loans against their their pending invoices.,,,0.0,validation,2018-01-01
Mojro Technologies,1970,Bangalore,Information Technology,Mojro envisions to be the world's largest technology-enabled logistics platform.,,,650000.0,validation,2018-01-01
Elemential,1970,Mumbai,Blockchain,"Blockchain Development Platform To Design, Run & Scale Blockchain Networks.",,,1000000.0,validation,2018-01-01
Loadshare,1970,Bangalore,Industrial Automation,LoadShare is India’s fastest growing logistics company,,,5000000.0,early traction,2018-01-01
Yumlane,1970,Mumbai,Food and Beverages,Food startup Yumlane operated by QwikPik Technology,,,4000000.0,early traction,2018-01-01
Kriger Campus,1970,Delhi,Education,A Education Start Up.,,,438000.0,validation,2018-01-01
Pipa+Bella,1970,Mumbai,E-Commerce,Pipa+Bella is an online store aimed at selling fashionable and affordable costume jewelry at par with international standards and trends,,,1000000.0,early traction,2018-01-01
Kaleidofin,1970,Chennai,Financial Services,A fintech platform.,,,2800000.0,validation,2018-01-01
Chakr Innovation,1970,Delhi,Renewable Energy,Chakr has developed the world’s first retro-fit emission control device for diesel generators.,,,0.0,validation,2018-01-01
IndigoLearn,1970,Hyderabad,E-Learning,India's the premier education destination catering to the needs of aspiring students of the CA community.,,,150000.0,validation,2018-01-01
UClean,1970,India,Clean Energy,UClean is a tech enabled laundry service provider.,,,584000.0,validation,2018-01-01
Coutloot,1970,Mumbai,E-Commerce,The Fashion Re-commerce platform.,,,1000000.0,validation,2018-01-01
Letstrack,1970,Delhi,Apps,"Letstrack GPS tracking devices to track your kids, bike, car and other vehicles. GPS trackers for Vehicle Tracking System in India.",,,1700000.0,validation,2018-01-01
